Sample_ID,SiO2_pct,Fe2O3_pct,Al2O3_pct,MgO_pct,CaO_pct,P2O5_pct,LOI_pct,Lithology,Mineralogy,Depth_m,Ore_Type
S0001,33.69414722888386,39.91879912100358,11.068676808575841,5.276108111503703,3.8075726429935117,0.3393566344122528,10.22045356964966,Banded Iron Formation,Silicate-Oxide,406.1051228130096,Type_B
S0002,26.714015489377203,34.79200687271514,9.739723312124324,5.422580905816885,3.7015934530841856,4.592830829917428,3.058814081760643,Taconite,Silicate-Oxide,1011.8976062075585,Type_A
S0003,29.76653697799838,27.414825874207033,14.72576801755437,8.554872176089377,7.110375786290157,1.4478304917900926,6.608370004984886,Hematite,Oxide-Rich,763.2225653562082,Type_A
S0004,19.89658108192013,61.666643433200285,7.928271180116662,2.648076969569107,2.3815127182392954,1.6680194351889341,7.7342767049051195,Hematite,Oxide-Rich,744.6386498920047,Type_A
S0005,40.24601867935163,44.13252155200678,3.076362454712291,0.778038867673425,0.6945958904595227,1.5931183768314876,4.594826546629547,Banded Iron Formation,Silicate-Oxide,639.6880518421923,Type_B
S0006,41.27001685132165,56.43153419654912,0.09539368664879602,0.06334182906151858,0.08459326820380329,0.056003346233158016,0.12547897841240804,Taconite,Silicate-Oxide,344.05962386802435,Type_A
S0007,11.579059073757907,62.0125498207267,12.813656479994156,3.0485815617587457,2.3876853644834872,3.142330007141762,2.4839418923521634,Hematite,Oxide-Rich,607.5677156576746,Type_A
S0008,55.98670496822306,36.99487850188527,0.6578231040882891,0.6497404996092485,0.553580668234083,0.7562550335266182,2.0909766456094836,Granite,Quartz-Rich,501.02269132849216,Type_C
S0009,35.13583977831485,45.22083503756714,4.691016355952961,5.2899747188164055,3.482732550141407,0.8171103752362383,3.591701308873952,Taconite,Silicate-Oxide,285.49363311286845,Type_A
S0010,4.931896017069746,70.34901650649103,6.78393334698242,4.465103886618426,2.908657345566342,0.505748454751767,3.5076333092689125,Magnetite,Oxide-Rich,795.5666228331734,Type_A
S0011,59.04605879415181,20.609878242235684,7.272259374488575,2.706213931774616,1.067047803708469,2.254893486936334,6.664195205162806,Shale,Quartz-Rich,355.94040142823735,Type_C
S0012,61.95775685344725,36.27526337059286,0.01,0.17327117935223055,0.06993344307266423,0.23855434276064563,0.3342176385413815,Quartzite,Quartz-Rich,512.5649199466365,Type_C
S0013,54.47380012756131,25.731655545403616,7.136932648513575,5.130151870203545,2.8769656333938003,1.8730775640324067,4.197138090494332,Shale,Quartz-Rich,613.3788141574174,Type_C
S0014,24.77965309843478,49.73195919036059,6.500784420995996,6.18023009515153,3.848294162694848,1.3910471200074679,5.682064209928687,Banded Iron Formation,Silicate-Oxide,954.6690316034964,Type_B
S0015,39.46812995437643,47.158709621932985,5.581002530171701,3.764464444185363,0.7603473741415931,1.130393582444416,3.237519414081671,Banded Iron Formation,Silicate-Oxide,497.6833360436013,Type_B
S0016,38.45460248260657,28.022622336476537,3.359864636249756,4.051000017267686,1.4827242812652313,1.524808917641,6.219910196327614,Shale,Quartz-Rich,231.71930041076712,Type_C
S0017,22.9495885818533,39.00422461990047,5.325931811229457,7.9662454641813705,4.032973033143818,1.8059089094767278,5.886741130841025,Banded Iron Formation,Silicate-Oxide,631.359466232796,Type_B
S0018,50.50339236239603,22.794692377255625,5.917698650711335,2.0476597610645375,4.53430847104239,2.9402260211795186,7.939648005836653,Shale,Quartz-Rich,570.8839170239324,Type_C
S0019,52.35255298207828,35.16426176960007,4.605625328582737,0.8854307931543162,0.36868368206112356,1.5254880470958319,2.992019988855677,Quartzite,Quartz-Rich,478.5611049677748,Type_C
S0020,6.057567028426027,61.84896533526151,16.254407402166844,5.1033135002570065,1.7656234984053092,0.7354358281216813,2.324512860282496,Magnetite,Oxide-Rich,686.7711028819117,Type_A
S0021,52.833723643294114,26.6789372812695,5.440075645812222,1.7914166373017395,0.6848863801701078,1.3161948109499468,9.621478135953431,Quartzite,Quartz-Rich,639.8184763719978,Type_C
S0022,16.876088142578936,63.5623712732019,7.2260535954727905,6.134343568584197,4.062946301288822,2.818801713641202,5.4605430087279645,Hematite,Oxide-Rich,771.5677080669609,Type_A
S0023,57.33458369621732,33.296320224404916,2.165467730821002,0.595436203113606,0.46923342441547444,0.08878544981209052,1.4207058620712094,Shale,Quartz-Rich,746.0422707288757,Type_C
S0024,11.207845001782442,79.16662619157154,0.931715600994285,1.7929565352330605,2.2496931668796396,1.0064188460457655,1.9659062883138236,Hematite,Oxide-Rich,1024.0847795631034,Type_A
S0025,39.95139630695035,48.17983739926599,4.692793342270349,1.094245846535845,0.8166814014717061,0.84701770550347,1.9838071960981096,Banded Iron Formation,Silicate-Oxide,191.00021028060053,Type_B
S0026,75.94298884582743,23.57212775085331,0.7926693614181323,0.7180552510448686,0.41235451906336223,0.1423935648226914,1.3547064973302094,Shale,Quartz-Rich,431.4822263538708,Type_C
S0027,59.899402316338566,33.11937216986046,1.8972028760178978,0.7959821867980653,0.6431789835073276,1.0161531468656213,0.4418413208624213,Granite,Quartz-Rich,183.6692148770909,Type_C
S0028,25.33621613493661,55.739670045079905,6.9054147104944725,1.9096679085553887,1.2383954144431712,1.2056306938924846,1.7273817836997707,Banded Iron Formation,Silicate-Oxide,788.7494419371524,Type_B
S0029,62.56458765326972,15.960643891819515,3.1145282047457648,4.203396569677456,2.1445775243154186,2.8230461842802064,9.02948475526434,Shale,Quartz-Rich,120.65055596341551,Type_A
S0030,38.41458384541049,61.07361255208199,0.01,0.19729572751426913,0.013355281650274362,0.03535752125582289,0.2724580827126776,Banded Iron Formation,Silicate-Oxide,477.81361287409794,Type_B
S0031,18.63189392482607,56.99868198940357,14.0729945766792,5.887505579476699,2.9329525479998173,1.3984271669463157,8.535162689367864,Banded Iron Formation,Silicate-Oxide,320.3170657303284,Type_B
S0032,28.254460332739637,56.08358023777329,4.869701795396574,2.0792820119365802,2.7817320379677763,1.8312094199033506,4.801237343360514,Hematite,Silicate-Oxide,9.547079736853334,Type_B
S0033,40.78018094948351,21.060056821217206,13.906519105250542,3.987377324728585,5.120863721705217,3.5921120566932556,5.330797137798293,Quartzite,Quartz-Rich,566.4628023959183,Type_C
S0034,73.21393527682379,43.03326836600129,0.955495042941614,0.01,0.01,0.01,0.01,Granite,Quartz-Rich,413.26993464563054,Type_B
S0035,26.08488537451511,49.79348583034562,10.940569657922566,2.6915721133187445,2.367142499600774,2.32791001059343,6.888147101330544,Taconite,Silicate-Oxide,742.4312866450204,Type_B
S0036,17.601705153409082,48.00226851566466,11.670002495585289,5.12613400064916,4.869331096244206,1.2026523299441223,9.516193742263594,Hematite,Oxide-Rich,849.4230443795641,Type_A
S0037,21.218256208538016,56.48523131960293,7.360775820876456,4.315179543541126,1.8246886497926516,3.177299844663206,1.2103587682752548,Hematite,Oxide-Rich,406.30207174268287,Type_A
S0038,23.143987874106315,43.797023799454855,4.3117069862309645,6.280377577089063,6.219543241228433,2.6821388834238964,11.646287584427528,Banded Iron Formation,Silicate-Oxide,653.7454984294658,Type_B
S0039,4.95216976554618,65.86590417725944,3.2632576323825555,7.391912244107693,2.141293530772709,1.8175575063582672,1.1621781026202265,Magnetite,Oxide-Rich,495.782691899112,Type_A
S0040,26.748924210879796,28.88275063956167,13.974504667576083,9.495099353455224,4.7016654101783315,3.734499238462378,9.153648778376631,Taconite,Silicate-Oxide,195.38475222392935,Type_B
S0041,33.138735729086164,53.33443319258203,4.2716495340486045,3.0231623721327363,3.0179385588930723,0.39213993153379156,5.667288601597104,Banded Iron Formation,Silicate-Oxide,534.7932658339139,Type_B
S0042,71.06744282530664,27.972754399726202,0.01,0.4024215475604842,0.19994522416601007,0.05227505863649975,0.40586744682736914,Shale,Quartz-Rich,869.3960662895206,Type_C
S0043,39.5163400589326,31.401641414215575,8.816910799981711,5.09762733747282,1.3158227783920646,2.881651104029156,0.9569357513669368,Quartzite,Quartz-Rich,485.6651926885126,Type_C
S0044,69.31941312481393,20.708259894191713,2.448254768657155,1.6641891398691468,2.1378878226424862,1.2759324124037288,0.22109014989558246,Taconite,Quartz-Rich,615.8606873744441,Type_C
S0045,2.2086351787180303,70.21317382316091,10.170105084933182,6.20283905665328,2.6939058356646566,3.0889654287107393,10.112082858963303,Banded Iron Formation,Oxide-Rich,791.5848733939349,Type_A
S0046,33.681584624803214,43.60472971225157,7.719233580724277,3.401696945030337,3.8000920283574926,2.7355898102060503,1.7031552950429616,Banded Iron Formation,Silicate-Oxide,497.45116990232634,Type_B
S0047,47.312712030466884,25.58941133172989,10.55970737103676,2.0444570496714984,3.0218150599153524,1.7017572694054737,4.935056452266851,Granite,Quartz-Rich,511.0311752837224,Type_C
S0048,53.380845963572796,24.337787729382054,6.791936839456344,5.383126448469407,4.031041742817081,1.2153128747868926,1.90706737357017,Shale,Quartz-Rich,164.10814359964195,Type_C
S0049,57.46975100652695,16.414852588599032,2.5516443741281813,5.542024527750866,4.075943472186016,1.625331308226812,0.7178380501078455,Taconite,Quartz-Rich,434.1452585888364,Type_C
S0050,23.830582217761915,39.19185326278111,11.541846022985276,3.4750978297173196,5.472697447174511,3.2395081349475467,1.5665081475196272,Taconite,Silicate-Oxide,710.3566934031801,Type_B
S0051,56.41200187162289,19.927732614677627,7.706780449770907,2.1243099808790147,0.38211870717123875,1.2462066211975937,7.257803171672847,Taconite,Quartz-Rich,318.61930117164917,Type_C
S0052,35.03681154792444,53.672444058453664,1.8439161687865027,1.2409003493947501,0.8321430655805008,0.6789337996941197,3.113953085590275,Taconite,Silicate-Oxide,410.3945720399539,Type_B
S0053,24.09048761596931,56.044035285525176,6.470228698676837,3.4301740132003555,3.0594008266438353,0.48065721379782067,2.632775815743066,Taconite,Silicate-Oxide,521.9465278375586,Type_B
S0054,66.09328721513133,24.1560862218428,2.6515866402119888,2.309263806790235,1.6111876858130656,0.7528079854911166,2.982238117025882,Shale,Quartz-Rich,528.6430904995043,Type_C
S0055,48.40285727676519,10.153510844272136,16.712717393018057,11.357566231849939,1.444558269592003,5.751868301114089,11.146835509864907,Quartzite,Quartz-Rich,605.4767431384964,Type_C
S0056,30.057404543839834,57.98214762926301,0.8940706203817022,4.662550717567986,2.5112716964530852,0.41273817768914395,3.5935033197140878,Banded Iron Formation,Silicate-Oxide,496.0220541018419,Type_B
S0057,68.44745314048814,19.819414748152766,3.3726139879493253,1.0434977381028232,2.2750537213030544,1.3412378731020334,3.4328105836758884,Quartzite,Quartz-Rich,524.129445198959,Type_C
S0058,33.93905622647633,62.16407384030366,0.7952922434196084,0.6623330141256849,0.8468525088762039,0.25614439617240164,1.438193158216678,Banded Iron Formation,Silicate-Oxide,1052.1523871452368,Type_B
S0059,31.83262513515514,53.224208089738646,7.251914498482972,1.205409059563778,3.0384881001797894,1.2799067762240972,6.5823355402713535,Banded Iron Formation,Silicate-Oxide,649.6069451923449,Type_B
S0060,13.739103691161523,48.31280073522544,16.894466257380834,10.439034075522176,7.641463246350889,1.2631335893041815,9.949450961847004,Hematite,Oxide-Rich,226.12852639227157,Type_A
S0061,12.347105035571634,90.33475798380843,0.8223788657180757,0.27836373342449094,0.35358110048493224,0.3130803282008592,0.683754668067761,Banded Iron Formation,Silicate-Oxide,543.5015811387123,Type_B
S0062,53.87323972045377,24.938426664493782,7.8337101021213,1.229057367326934,2.6825614468261993,0.31622202072842387,4.597913862156398,Taconite,Quartz-Rich,109.50262539786354,Type_C
S0063,6.049370195963597,76.28924331704654,6.045082465203757,3.2473791506039142,2.3817264741885786,1.8164212407591231,2.6229314784149094,Magnetite,Oxide-Rich,478.84505011748575,Type_A
S0064,35.612619910341266,58.64105454265243,2.716936683444171,1.22187367677014,0.618227190247738,0.9008071495497557,1.1333791362707584,Taconite,Silicate-Oxide,551.2322916867649,Type_A
S0065,65.6674511951188,21.534890862067183,4.691837375641025,3.5438046626478212,1.867213361862482,0.8198941875837785,2.017704931316751,Shale,Quartz-Rich,325.4738745257979,Type_C
S0066,6.750654371575454,48.509641979943204,24.016335757211426,11.713485028517637,1.2820041210293134,3.252089286059162,16.704157646138658,Magnetite,Oxide-Rich,640.1072580695134,Type_A
S0067,26.503491000329117,41.13772481547129,12.440840356108488,4.036529719042371,0.6160574926838244,4.275527486320207,10.375609352178689,Banded Iron Formation,Silicate-Oxide,425.3201463246861,Type_B
S0068,47.39158474566869,19.154788558012505,10.929264792984059,2.3814093637222093,5.775037599119211,1.541948646737683,1.6929919665016906,Shale,Quartz-Rich,557.173078144981,Type_C
S0069,25.418400516687313,35.66011131266852,5.666978496355359,3.8742985983934264,5.156809628215964,0.7619200493786533,12.557683367592965,Taconite,Silicate-Oxide,0.0,Type_B
S0070,34.726601433824804,36.63877324435606,11.04918654845052,7.725658060116527,5.14128904279143,3.2112357446187305,9.848225740263477,Hematite,Silicate-Oxide,713.3349379178308,Type_B
S0071,54.280638966430026,21.26184768767435,3.8759420470647825,5.136569870866598,3.3929806926269457,1.6357928100986368,0.051556053165148566,Quartzite,Quartz-Rich,663.5505391752099,Type_C
S0072,33.16460747697502,60.25220495348675,2.1344305501789655,1.840401887039253,0.474461157147694,0.6239183481754539,2.3598529014302336,Banded Iron Formation,Silicate-Oxide,410.71327708989435,Type_B
S0073,18.981705471690002,54.507512670460486,12.483502780639558,6.611501080186144,3.448834440168569,0.6383016133230308,6.862318989146819,Banded Iron Formation,Silicate-Oxide,473.7923186002008,Type_B
S0074,9.09266839969428,52.62721586752482,8.078881462591417,2.5619346701198187,5.0550751289789915,3.688256656068687,3.9666858213119567,Magnetite,Oxide-Rich,780.0402355917322,Type_A
S0075,13.974124715502706,61.614717551071465,4.951727187287281,1.4377613819811268,3.3296081054431874,1.5325654278150134,8.602735840994415,Magnetite,Oxide-Rich,751.1003621222982,Type_A
S0076,59.35638033239399,31.840771881765523,1.1638021699692556,2.9122456731807085,1.3216121257347597,1.2629088827911745,2.001786611754742,Shale,Quartz-Rich,364.7215395881461,Type_C
S0077,25.328543950887052,53.0847049728147,1.8997735018875137,1.2597837457617675,1.564263315008526,1.4277207312722529,4.439154448121314,Banded Iron Formation,Silicate-Oxide,704.704304493132,Type_B
S0078,13.347705569294611,79.593546674437,1.3112618567623144,1.068771921448512,0.8799711909962598,0.18109603451059686,1.1388953774551063,Magnetite,Oxide-Rich,449.6759980210169,Type_A
S0079,19.5238931959281,74.12868074707218,1.3508948127552491,1.845277856764143,1.440996612143714,1.3136877779659448,2.84407461020768,Hematite,Oxide-Rich,534.1073451859859,Type_A
S0080,53.90757172099778,50.35019901029045,0.01,0.01,0.01,0.01,0.01,Taconite,Silicate-Oxide,604.5670976070999,Type_B
S0081,54.241633445960844,26.651769126442527,1.2959992859641334,1.071247483868026,1.095335744738382,1.3890018802628914,6.4521978497372725,Quartzite,Quartz-Rich,686.5758168657243,Type_C
S0082,73.61807218100843,13.013875278661933,6.693957912149955,4.41398723803964,1.4456932811398475,0.7820751118721286,3.80066846632751,Granite,Quartz-Rich,795.3080699451791,Type_C
S0083,48.41172827645284,20.400053358673272,12.853455046621873,5.364695912274373,1.7660404288889324,4.088705906551874,5.5213143311774715,Taconite,Quartz-Rich,53.11471153715945,Type_C
S0084,43.39922980423237,30.341149787016903,4.5734645265691425,7.003208674406092,2.3041090996533518,1.0308160529787505,0.7039887827049558,Quartzite,Quartz-Rich,515.3643782120511,Type_C
S0085,16.712767233949904,75.20380618567303,0.9584833292464097,2.2574243964261402,1.3126288098127321,0.7371889668658039,3.256124503083629,Hematite,Oxide-Rich,722.5311244502338,Type_A
S0086,4.723360999784575,62.88262110099052,6.63326415740074,4.852747576774222,5.578547558049857,1.6149615223067784,6.0386044921205535,Banded Iron Formation,Oxide-Rich,833.2655349404963,Type_A
S0087,23.906380940711117,55.489722826106075,9.766483360360963,1.429370325489417,2.680622663606678,1.4031048319764376,6.755461065837219,Banded Iron Formation,Silicate-Oxide,609.4431876114008,Type_B
S0088,35.96867990352544,53.98420614338501,4.456713442541296,2.1871927759287484,1.362559646662471,0.3953255665233833,2.592137068815195,Taconite,Silicate-Oxide,826.6863064602192,Type_B
S0089,58.82220097720001,39.13130153409514,0.3336202878575635,0.3025276152479569,0.22803521176207991,0.1627997598637886,0.44511295658564626,Granite,Quartz-Rich,757.9513056750748,Type_C
S0090,15.476430683211632,39.29054496652294,11.609840361507906,4.7445214209559445,3.5097390189515836,1.8138074428896704,1.2699231140030016,Taconite,Silicate-Oxide,828.4030320272739,Type_B
S0091,76.75687603799682,5.863203001241645,5.096552368858677,2.9015234540327586,2.3302930726171796,1.6416989133016502,4.712849118864295,Quartzite,Quartz-Rich,635.9946151033512,Type_C
S0092,14.413454310810309,58.22752393618167,3.694869778706671,2.921151405641548,1.6479635031372082,2.950199483949403,5.197144950289984,Hematite,Oxide-Rich,833.6633212004626,Type_A
S0093,6.377770024790049,66.01267449246912,10.298299848895015,2.1239470459028365,3.2609592067503055,1.2712468150402363,10.663327415857225,Hematite,Oxide-Rich,929.4829406120743,Type_A
S0094,59.66009640014029,34.81602276434146,0.6310701079691118,1.1533924627254077,0.5011638124288487,0.7257900451664545,2.048047786228105,Granite,Quartz-Rich,251.22735292174298,Type_C
S0095,33.395715620278665,45.04716984949762,6.721640522939543,2.130431644581249,3.4735349574601497,3.028606375958547,2.0075282705333963,Taconite,Silicate-Oxide,744.9168875252286,Type_B
S0096,30.3321606963835,52.95766288713158,4.0471768073636545,2.7486249762935095,2.56124707569874,1.8716399359802895,6.9394273220319524,Banded Iron Formation,Silicate-Oxide,613.796615837055,Type_B
S0097,28.34907273178742,46.42246559415365,5.323028973812896,4.789193957636663,4.587586324062794,2.6177786862021026,5.518696465618248,Banded Iron Formation,Silicate-Oxide,265.4793486277368,Type_B
S0098,25.752038091712148,50.625609513163575,8.222726572211087,2.4733226892192515,2.7589144132607655,0.5807335870057757,4.445274365196201,Hematite,Silicate-Oxide,352.8940114820467,Type_B
S0099,10.095993422184485,69.76361359716402,2.5583711805084413,3.8333726135225037,0.550012493720622,2.016858138186981,5.02107883164135,Hematite,Oxide-Rich,435.8811323528796,Type_A
S0100,23.80103734416479,65.0976108258676,3.9770599845645176,3.5185586682151757,2.0278702171855576,0.462681932584014,4.394523300933659,Taconite,Silicate-Oxide,516.365871709513,Type_B
S0101,25.969567653822313,46.15011151984799,5.560258065326677,8.066343391222343,3.616915199764864,3.4347470800003115,1.4548897481334369,Banded Iron Formation,Silicate-Oxide,992.9755271715367,Type_B
S0102,24.48644299937148,42.063096924125986,4.16757496630498,8.988614458245163,3.5366847849730143,4.488919651833918,5.347785984150072,Banded Iron Formation,Silicate-Oxide,512.8948829620241,Type_B
S0103,18.39246711487249,72.86423450812896,2.744543804470595,1.1887620354169048,0.15171117034701395,1.0758400092177935,0.1665651244178914,Hematite,Oxide-Rich,537.2701945147314,Type_A
S0104,27.981860511696276,47.78834560752579,8.658477156004501,3.253231297173939,3.3040437705834336,2.153660471532204,4.380880231609295,Hematite,Silicate-Oxide,226.6242603169158,Type_B
S0105,33.47547662319255,19.764997897726087,19.483947904527607,4.088127230038865,5.418773654649344,1.946540703222924,0.23518168965778166,Quartzite,Quartz-Rich,301.1787533915615,Type_C
S0106,9.36076419439016,54.61190736926734,9.913947671939784,5.066158457239262,2.9892787840714545,2.6152975337892714,11.049415812655194,Hematite,Oxide-Rich,516.1854522680167,Type_A
S0107,49.00058336600179,46.99896682791699,2.27916506043005,1.2281566739266379,0.13679152926024263,0.4984074706529694,0.36254763587319,Shale,Quartz-Rich,517.7293394796025,Type_C
S0108,20.703564600257742,57.05973446691024,10.912601062698194,5.216853970108583,1.0946962946347323,0.8327702580709845,0.953486416650987,Hematite,Oxide-Rich,887.1408309325993,Type_A
S0109,30.80077998693407,48.11746865179141,9.596144389905543,4.48918598958449,0.44186621768289397,3.5797432615488547,7.855546674427627,Taconite,Silicate-Oxide,791.1237380162233,Type_B
S0110,8.726949278627984,65.7609363559791,6.983338570360739,3.6903362316939448,2.9194295832601376,3.2789280122723143,2.222659002031544,Hematite,Oxide-Rich,605.7492752828456,Type_A
S0111,58.142751482023655,23.54137206216381,7.793581934144902,4.4012491189548175,2.9868122526554175,1.9314052003539741,1.3456819494502856,Granite,Quartz-Rich,565.254934169337,Type_C
S0112,40.63900738927143,25.84604722971515,10.864620180855441,6.550622099504552,3.5337409989139847,1.712583307846007,7.492895793201927,Granite,Quartz-Rich,650.6683242209065,Type_C
S0113,25.66457388671131,48.51002990919941,9.409852111497198,6.642616128318446,3.617556743405907,1.034359630030214,4.048022101208969,Hematite,Silicate-Oxide,555.5966129485417,Type_C
S0114,17.37768399815073,69.13101371580932,5.90023818184318,2.515493920685431,1.581973521220007,0.4121940563200055,2.3139087216511482,Magnetite,Oxide-Rich,892.1479077878171,Type_A
S0115,11.938222311833421,59.21137141793254,15.304191362454974,5.5789444954778045,4.633639490618872,0.7724223911049433,2.8338388431517134,Hematite,Oxide-Rich,601.1600329615144,Type_A
S0116,4.0424842097854965,69.7224193809899,8.905187616339367,7.334987929378582,1.2379195570467454,3.11573321871449,5.166116534668452,Hematite,Oxide-Rich,469.0970622021134,Type_A
S0117,16.957105986285406,64.567490451036,2.2683137854760442,3.5968667895539195,1.7911749269517638,0.6004619703618107,4.713026050670074,Magnetite,Oxide-Rich,710.756061898101,Type_A
S0118,39.2429722774744,60.23908598092643,1.1546010345291349,0.17962658503018464,0.0360730492884214,0.04284030911682902,0.12605647337531772,Hematite,Silicate-Oxide,0.0,Type_B
S0119,4.400247563170939,58.904294985345864,2.1354275244657783,4.109685166697596,0.6290545905346983,0.5135221431853689,3.75558995932481,Banded Iron Formation,Oxide-Rich,827.2660392123179,Type_A
S0120,49.0460879465746,18.184090768944262,10.825101427203244,5.871089924682179,2.3338151322437475,1.6681612870172222,9.515356758611395,Granite,Quartz-Rich,469.8328758786888,Type_C
S0121,50.37309487925282,33.82791969099457,3.7345006817269724,3.820006896812174,0.4863407444697624,1.444665334141525,0.9906819079919968,Granite,Quartz-Rich,246.06200258537854,Type_C
S0122,30.594744160087323,52.720926404010825,5.789243629686388,4.1461306348097375,1.9111307767345351,1.6021953800432795,1.5127723779144633,Banded Iron Formation,Silicate-Oxide,452.6715628937908,Type_B
S0123,21.089758549834713,61.021363364046714,8.588155206285176,1.5759204966740243,1.5688669911326123,2.9691722965271947,6.418059914394517,Magnetite,Oxide-Rich,223.3733929858979,Type_A
S0124,58.35787140551295,14.850867534534213,8.887940240922727,5.854319029603292,2.857581106571834,2.1515517177510786,0.9276166397519846,Quartzite,Quartz-Rich,243.41213414034104,Type_C
S0125,30.430760911764747,39.422347799817544,5.634986146659642,2.069211410773027,2.189083110574019,3.266629271859764,3.112631636412813,Banded Iron Formation,Silicate-Oxide,709.9308355720691,Type_B
S0126,35.207206388007215,36.97775586047007,12.436489601825615,2.5938237832592668,2.9911706383772954,2.636641364186065,0.3756115179026825,Taconite,Silicate-Oxide,771.2156293613416,Type_B
S0127,64.52831178961881,17.811256357737243,3.0189936087950846,4.036722458255149,1.2456289286732098,2.6107503143595654,6.839899062856842,Taconite,Quartz-Rich,327.6159243968354,Type_C
S0128,29.431117520900628,52.0393637215584,8.694167482921907,4.959450644983804,2.410463043934397,0.9721425140995003,1.8324552908548808,Banded Iron Formation,Silicate-Oxide,526.8370348355439,Type_B
S0129,21.369919980138143,58.08590355000231,3.1367109407326783,4.1993923342656485,1.9144153426535921,1.8745551190456624,6.0939352644443625,Banded Iron Formation,Oxide-Rich,735.8662043639804,Type_A
S0130,17.209843360989623,54.78801955195759,3.472470983739646,2.0711985974228857,2.2327429200766993,3.925770633318315,2.577787584366226,Magnetite,Oxide-Rich,531.1267255307588,Type_A
S0131,49.29537111797664,30.281883692346543,6.156317932477602,5.155333462697147,0.19265160080901064,0.6463702036617764,2.9927978029209408,Quartzite,Quartz-Rich,237.2669382055368,Type_C
S0132,56.35723081330644,22.343961677675157,12.997923441961024,1.9275943037000816,3.4015381092044046,3.442224089921011,7.7801138135334424,Shale,Quartz-Rich,668.6828618791999,Type_C
S0133,37.37434784235772,64.7669604973589,0.01,0.01,0.01,0.01,0.01,Banded Iron Formation,Silicate-Oxide,665.9924346142744,Type_B
S0134,36.51616729635712,44.116403723212635,6.372944602270263,3.017000893522115,2.792903554310434,0.8241081583738905,2.8329058214195104,Banded Iron Formation,Silicate-Oxide,670.4702713788945,Type_B
S0135,10.970966274057593,74.74897714902721,5.814881580979075,0.8993844232928379,2.604254949473662,0.18375770801247165,3.775497394361825,Hematite,Oxide-Rich,425.91546801767663,Type_A
S0136,51.620871568183745,35.2645644803935,0.2971363070184134,1.037070065098863,1.5237265536354612,1.3940256218116824,1.0038610927413016,Shale,Quartz-Rich,458.4737894035242,Type_C
S0137,57.30132725880532,31.204581399724237,3.266788984019114,1.8315717279954955,1.3965035442219982,0.8248044050166382,1.9485406065620885,Quartzite,Quartz-Rich,996.8934737282866,Type_C
S0138,4.903894549807253,44.24687628543797,5.548988329291971,6.07821631708001,8.404271765997317,2.5359275097475793,16.653017624829616,Hematite,Oxide-Rich,857.6479185731514,Type_A
S0139,43.825921461900045,22.476640530889618,12.574821871704003,3.8300724602813445,4.620279703898612,1.7234449553096705,9.60906725172317,Granite,Quartz-Rich,662.1407310699988,Type_B
S0140,26.09889124763425,32.5211213675615,17.221484348415277,2.9111473784866204,1.0842569060720717,2.563798870422579,16.185533889482862,Banded Iron Formation,Silicate-Oxide,745.2810287740768,Type_B
S0141,42.088673611433165,49.341617092051145,1.4551588007183542,3.3830705778050385,0.2777068420270008,1.0403475750182785,0.6978761543428201,Hematite,Silicate-Oxide,493.3540018711078,Type_B
S0142,7.922647104540745,61.55704313065111,10.989017470082363,8.09484101183399,4.384128927116009,2.1735935720329,8.335937388748537,Hematite,Oxide-Rich,461.2298589152565,Type_A
S0143,47.314712172954685,8.303847096584384,14.18392562919466,9.647308707768474,5.999703536415988,2.66061093888901,2.844128987842227,Shale,Quartz-Rich,278.85906630281283,Type_C
